[01-Jun-2014 16:15:56 PRC] PHP Fatal error:  Call to undefined method application\model\UserModel::getUserInfoByName() in /server/duorou/application/util/UserNamespace.php on line 55
[04-Jun-2014 22:23:42 PRC] PHP Fatal error:  Call to a member function getRules() on a non-object in /server/duorou/application/helper/get_data_rules_helper.php on line 21
[04-Jun-2014 22:23:42 PRC] PHP Stack trace:
[04-Jun-2014 22:23:42 PRC] PHP   1. {main}() /server/duorou/application/webroot/index.php:0
[04-Jun-2014 22:23:42 PRC] PHP   2. CApplication->run() /server/duorou/application/webroot/index.php:24
[04-Jun-2014 22:23:42 PRC] PHP   3. CWebApplication->processRequest() /server/duorou/system/base/CApplication.php:94
[04-Jun-2014 22:23:42 PRC] PHP   4. CWebApplication->runController() /server/duorou/system/web/CWebApplication.php:6
[04-Jun-2014 22:23:42 PRC] PHP   5. CController->run() /server/duorou/system/web/CWebApplication.php:13
[04-Jun-2014 22:23:42 PRC] PHP   6. CController->runAction() /server/duorou/system/web/CController.php:7
[04-Jun-2014 22:23:42 PRC] PHP   7. Index->testAction() /server/duorou/system/web/CController.php:26
[04-Jun-2014 22:23:42 PRC] PHP   8. CController->display() /server/duorou/application/controller/Index.php:30
[04-Jun-2014 22:23:42 PRC] PHP   9. CTemplateAdapter->display() /server/duorou/system/web/CController.php:30
[04-Jun-2014 22:23:42 PRC] PHP  10. CTemplateAdapter->__call() /server/duorou/system/web/CController.php:30
[04-Jun-2014 22:23:42 PRC] PHP  11. call_user_func_array() /server/duorou/system/web/template/CTemplateAdapter.php:62
[04-Jun-2014 22:23:42 PRC] PHP  12. PhpTemplate->display() /server/duorou/system/web/template/CTemplateAdapter.php:62
[04-Jun-2014 22:23:42 PRC] PHP  13. PhpTemplate->fetch() /server/duorou/system/web/template/PhpTemplate.php:55
[04-Jun-2014 22:23:42 PRC] PHP  14. include() /server/duorou/system/web/template/PhpTemplate.php:18
[04-Jun-2014 22:23:42 PRC] PHP  15. PhpTemplate->helper() /server/duorou/util/form/demo/form.php:191
[04-Jun-2014 22:23:42 PRC] PHP  16. get_data_rules() /server/duorou/system/web/template/PhpTemplate.php:34
[04-Jun-2014 22:23:46 PRC] PHP Fatal error:  Call to a member function getRules() on a non-object in /server/duorou/application/helper/get_data_rules_helper.php on line 21
[04-Jun-2014 22:23:46 PRC] PHP Stack trace:
[04-Jun-2014 22:23:46 PRC] PHP   1. {main}() /server/duorou/application/webroot/index.php:0
[04-Jun-2014 22:23:46 PRC] PHP   2. CApplication->run() /server/duorou/application/webroot/index.php:24
[04-Jun-2014 22:23:46 PRC] PHP   3. CWebApplication->processRequest() /server/duorou/system/base/CApplication.php:94
[04-Jun-2014 22:23:46 PRC] PHP   4. CWebApplication->runController() /server/duorou/system/web/CWebApplication.php:6
[04-Jun-2014 22:23:46 PRC] PHP   5. CController->run() /server/duorou/system/web/CWebApplication.php:13
[04-Jun-2014 22:23:46 PRC] PHP   6. CController->runAction() /server/duorou/system/web/CController.php:7
[04-Jun-2014 22:23:46 PRC] PHP   7. Index->testAction() /server/duorou/system/web/CController.php:26
[04-Jun-2014 22:23:46 PRC] PHP   8. CController->display() /server/duorou/application/controller/Index.php:30
[04-Jun-2014 22:23:46 PRC] PHP   9. CTemplateAdapter->display() /server/duorou/system/web/CController.php:30
[04-Jun-2014 22:23:46 PRC] PHP  10. CTemplateAdapter->__call() /server/duorou/system/web/CController.php:30
[04-Jun-2014 22:23:46 PRC] PHP  11. call_user_func_array() /server/duorou/system/web/template/CTemplateAdapter.php:62
[04-Jun-2014 22:23:46 PRC] PHP  12. PhpTemplate->display() /server/duorou/system/web/template/CTemplateAdapter.php:62
[04-Jun-2014 22:23:46 PRC] PHP  13. PhpTemplate->fetch() /server/duorou/system/web/template/PhpTemplate.php:55
[04-Jun-2014 22:23:46 PRC] PHP  14. include() /server/duorou/system/web/template/PhpTemplate.php:18
[04-Jun-2014 22:23:46 PRC] PHP  15. PhpTemplate->helper() /server/duorou/util/form/demo/form.php:191
[04-Jun-2014 22:23:46 PRC] PHP  16. get_data_rules() /server/duorou/system/web/template/PhpTemplate.php:34
